265,504.886,265.114,415,10916.7,1
275.12,655,334.88,625,85184.5,1
765,794.877,724.877,745,1610.86,1
445,175.126,515,215.126,1345.18,1
444.871,455,265.129,415,4215.2,1
894.868,755,765,794.868,1029.58,1
445,175.133,515,215.133,1345.24,1
655,5.13501,734.865,5,636.891,1
894.862,755,765,794.862,1029.6,1
15,754.861,115,864.861,12225.9,1
515.141,645,334.859,625,5764.74,1
734.854,5,655,5.14566,570.946,1
655,5.14682,734.853,5,636.924,1
115,864.852,215.148,855,17817.4,1
445,175.151,515,215.151,1345.4,1
515,215.152,445,175.152,1373.51,1
765,794.847,724.847,745,1610.86,1
714.844,735,724.844,745,2021.43,1
515,215.158,445,175.158,1373.56,1
445,175.159,515,215.159,1345.48,1
334.837,625,275.163,655,26345.5,1
515,215.166,445,175.166,1373.64,1
714.832,735,724.832,745,2021.53,1
714.829,735,724.829,745,2021.56,1
765,794.826,724.826,745,1610.86,1
714.824,735,724.824,745,2021.6,1
734.823,5,655,5.17678,571.006,1
15,754.822,115,864.822,12225.9,1
894.819,755,765,794.819,1029.74,1
894.817,755,765,794.817,1029.75,1
714.816,735,724.816,745,2021.67,1
405,844.81,215.19,855,11721.1,1
215.191,855,115,864.809,34712.8,1
265.192,415,265,504.808,5319.15,1
265.193,415,265,504.807,5319.19,1
215.196,855,115,864.804,34710,1
405,844.797,215.203,855,11721.1,1
275.205,655,334.795,625,85225.9,1
724.793,745,714.793,735,1933.4,1
765,794.791,724.791,745,1610.86,1
765,794.79,724.79,745,1610.86,1
515,215.212,445,175.212,1374.04,1
444.787,455,265.213,415,4218.29,1
335,295.214,265.214,415,2504.99,1
335,295.215,265.215,415,2505.01,1
515,215.219,445,175.219,1374.1,1
515,215.221,445,175.221,1374.11,1
115,864.775,215.225,855,17817.4,1
215.226,855,115,864.774,34694.4,1
215.227,855,115,864.773,34693.8,1
405,844.77,215.23,855,11721.1,1
405,844.769,215.231,855,11721.1,1
405,844.768,215.232,855,11721.1,1
115,864.767,215.233,855,17817.4,1
265,504.764,265.236,415,10916.7,1
655,5.23705,734.763,5,637.177,1
655,5.23897,734.761,5,637.183,1
115,864.76,215.24,855,17817.4,1
714.758,735,724.758,745,2022.18,1
724.756,745,714.756,735,1933.69,1
724.755,745,714.755,735,1933.7,1
724.754,745,714.754,735,1933.71,1
15,754.752,115,864.752,12225.9,1
444.749,455,265.251,415,4219.68,1
265,504.748,265.252,415,10916.7,1
515.254,645,334.746,625,5761.5,1
15,754.744,115,864.744,12225.9,1
714.743,735,724.743,745,2022.3,1
714.742,735,724.742,745,2022.31,1
215.26,855,115,864.74,34676.4,1
215.262,855,115,864.738,34675.3,1
515,215.272,445,175.272,1374.56,1
724.727,745,714.727,735,1933.93,1
894.726,755,765,794.726,1030.03,1
265.275,415,265,504.725,5321.78,1
335,295.278,265.278,415,2506.49,1
275.279,655,334.721,625,85261.8,1
515.281,645,334.719,625,5760.73,1
215.284,855,115,864.716,34664.2,1
734.715,5,655,5.28475,571.216,1
734.714,5,655,5.28627,571.219,1
515.289,645,334.711,625,5760.5,1
515.296,645,334.704,625,5760.3,1
714.702,735,724.702,745,2022.66,1
714.701,735,724.701,745,2022.67,1
714.699,735,724.699,745,2022.69,1
714.698,735,724.698,745,2022.7,1
714.697,735,724.697,745,2022.71,1
405,844.695,215.305,855,11721.1,1
445,175.308,515,215.308,1346.83,1
445,175.309,515,215.309,1346.84,1
515,215.311,445,175.311,1374.9,1
15,754.688,115,864.688,12225.9,1
714.686,735,724.686,745,2022.8,1
724.685,745,714.685,735,1934.26,1
714.683,735,724.683,745,2022.83,1
444.681,455,265.319,415,4222.18,1
444.68,455,265.32,415,4222.22,1
15,754.679,115,864.679,12225.9,1
655,5.32348,734.677,5,637.42,1
445,175.326,515,215.326,1347,1
445,175.327,515,215.327,1347.01,1
275.329,655,334.671,625,85285.5,1
445,175.332,515,215.332,1347.05,1
445,175.333,515,215.333,1347.06,1
15,754.665,115,864.665,12225.9,1
215.337,855,115,864.663,34636,1
15,754.662,115,864.662,12225.9,1
405,844.659,215.341,855,11721.1,1
734.658,5,655,5.3422,571.327,1
655,5.34432,734.656,5,637.478,1
265.347,415,265,504.653,5324.03,1
724.652,745,714.652,735,1934.52,1
724.651,745,714.651,735,1934.53,1
215.351,855,115,864.649,34628.5,1
405,844.647,215.353,855,11721.1,1
894.644,755,765,794.644,1030.29,1
894.642,755,765,794.642,1030.3,1
655,5.35899,734.641,5,637.519,1
714.639,735,724.639,745,2023.21,1
724.636,745,714.636,735,1934.65,1
765,794.634,724.634,745,1610.86,1
765,794.633,724.633,745,1610.86,1
515.368,645,334.632,625,5758.21,1
515,215.371,445,175.371,1375.43,1
515,215.372,445,175.372,1375.44,1
515,215.376,445,175.376,1375.47,1
515,215.377,445,175.377,1375.48,1
894.619,755,765,794.619,1030.37,1
765,794.615,724.615,745,1610.86,1
765,794.614,724.614,745,1610.86,1
335,295.388,265.388,415,2509.08,1
335,295.39,265.39,415,2509.13,1
734.609,5,655,5.3913,571.423,1
445,175.394,515,215.394,1347.61,1
515.396,645,334.604,625,5757.42,1
275.398,655,334.602,625,85318.9,1
515,215.401,445,175.401,1375.69,1
15,754.598,115,864.598,12225.9,1
655,5.40304,734.597,5,637.643,1
215.404,855,115,864.596,34600.7,1
275.407,655,334.593,625,85323,1
275.408,655,334.592,625,85323.4,1
275.409,655,334.591,625,85324,1
115,864.588,215.412,855,17817.4,1
265.414,415,265,504.586,5326.15,1
724.583,745,714.583,735,1935.08,1
724.578,745,714.578,735,1935.11,1
714.576,735,724.576,745,2023.76,1
714.575,735,724.575,745,2023.77,1
444.573,455,265.427,415,4226.16,1
444.571,455,265.429,415,4226.24,1
714.569,735,724.569,745,2023.82,1
445,175.433,515,215.433,1347.97,1
724.565,745,714.565,735,1935.21,1
724.564,745,714.564,735,1935.22,1
765,794.562,724.562,745,1610.86,1
265.44,415,265,504.56,5326.99,1
444.557,455,265.443,415,4226.74,1
15,754.556,115,864.556,12225.9,1
714.555,735,724.555,745,2023.94,1
765,794.552,724.552,745,1610.86,1
734.55,5,655,5.44954,571.536,1
734.549,5,655,5.45066,571.538,1
714.548,735,724.548,745,2024,1
724.542,745,714.542,735,1935.4,1
724.541,745,714.541,735,1935.41,1
714.539,735,724.539,745,2024.08,1
265,504.533,265.467,415,10916.7,1
655,5.4695,734.531,5,637.83,1
515.471,645,334.529,625,5755.24,1
335,295.472,265.472,415,2511.07,1
215.474,855,115,864.526,34564.3,1
515.476,645,334.524,625,5755.11,1
265.478,415,265,504.522,5328.17,1
515.479,645,334.521,625,5755.02,1
445,175.481,515,215.481,1348.4,1
894.517,755,765,794.517,1030.69,1
445,175.485,515,215.485,1348.44,1
765,794.514,724.514,745,1610.86,1
444.511,455,265.489,415,4228.42,1
115,864.51,215.49,855,17817.4,1
734.507,5,655,5.49328,571.621,1
215.494,855,115,864.506,34553.3,1
655,5.49868,734.501,5,637.912,1
714.499,735,724.499,745,2024.43,1
655,5.50441,734.496,5,637.928,1
765,794.494,724.494,745,1610.86,1
765,794.491,724.491,745,1610.86,1
335,295.512,265.512,415,2512.02,1
15,754.486,115,864.486,12225.9,1
515.515,645,334.485,625,5753.98,1
765,794.482,724.482,745,1610.86,1
655,5.51999,734.48,5,637.972,1
714.477,735,724.477,745,2024.62,1
445,175.529,515,215.529,1348.84,1
445,175.531,515,215.531,1348.86,1
655,5.53352,734.466,5,638.01,1
265.535,415,265,504.465,5329.98,1
265.536,415,265,504.464,5330.01,1
335,295.537,265.537,415,2512.59,1
275.539,655,334.461,625,85385.7,1
275.54,655,334.46,625,85386.2,1
734.459,5,655,5.54146,571.715,1
724.456,745,714.456,735,1936.08,1
765,794.455,724.455,745,1610.86,1
714.454,735,724.454,745,2024.82,1
335,295.548,265.548,415,2512.87,1
335,295.55,265.55,415,2512.9,1
335,295.551,265.551,415,2512.93,1
765,794.446,724.446,745,1610.86,1
765,794.445,724.445,745,1610.86,1
765,794.443,724.443,745,1610.86,1
655,5.55889,734.441,5,638.081,1
724.436,745,714.436,735,1936.25,1
215.565,855,115,864.435,34516,1
215.566,855,115,864.434,34515.6,1
215.567,855,115,864.433,34515,1
515,215.569,445,175.569,1377.17,1
445,175.572,515,215.572,1349.23,1
655,5.57443,734.426,5,638.125,1
894.423,755,765,794.423,1030.99,1
894.42,755,765,794.42,1031,1
714.417,735,724.417,745,2025.14,1
724.416,745,714.416,735,1936.4,1
445,175.588,515,215.588,1349.38,1
445,175.59,515,215.59,1349.4,1
734.408,5,655,5.5921,571.813,1
734.405,5,655,5.59542,571.819,1
894.402,755,765,794.402,1031.05,1
894.401,755,765,794.401,1031.06,1
444.4,455,265.6,415,4232.51,1
215.602,855,115,864.398,34497,1
215.604,855,115,864.396,34495.6,1
265.605,415,265,504.395,5332.21,1
444.392,455,265.608,415,4232.82,1
444.391,455,265.609,415,4232.86,1
515.61,645,334.39,625,5751.24,1
335,295.613,265.613,415,2514.39,1
765,794.382,724.382,745,1610.86,1
714.38,735,724.38,745,2025.46,1
724.378,745,714.378,735,1936.71,1
445,175.623,515,215.623,1349.7,1
655,5.62733,734.373,5,638.273,1
734.371,5,655,5.62865,571.884,1
335,295.632,265.632,415,2514.84,1
335,295.633,265.633,415,2514.88,1
335,295.634,265.634,415,2514.9,1
765,794.36,724.36,745,1610.86,1
265.642,415,265,504.358,5333.39,1
724.354,745,714.354,735,1936.9,1
714.353,735,724.353,745,2025.7,1
724.352,745,714.352,735,1936.92,1
515.65,645,334.35,625,5750.11,1
515.651,645,334.349,625,5750.08,1
894.348,755,765,794.348,1031.22,1
444.345,455,265.655,415,4234.55,1
444.343,455,265.657,415,4234.63,1
115,864.34,215.66,855,17817.4,1
734.338,5,655,5.66152,571.948,1
655,5.66284,734.337,5,638.373,1
655,5.66396,734.336,5,638.376,1
335,295.668,265.668,415,2515.69,1
265.67,415,265,504.33,5334.25,1
265.671,415,265,504.329,5334.29,1
765,794.328,724.328,745,1610.86,1
724.323,745,714.323,735,1937.15,1
335,295.679,265.679,415,2515.96,1
445,175.68,515,215.68,1350.22,1
445,175.682,515,215.682,1350.23,1
115,864.316,215.684,855,17817.4,1
765,794.312,724.312,745,1610.86,1
765,794.31,724.31,745,1610.86,1
444.308,455,265.692,415,4235.9,1
444.306,455,265.694,415,4235.97,1
515.695,645,334.305,625,5748.79,1
655,5.69874,734.301,5,638.474,1
655,5.70126,734.299,5,638.481,1
655,5.70258,734.297,5,638.485,1
335,295.704,265.704,415,2516.54,1
724.294,745,714.294,735,1937.38,1
894.293,755,765,794.293,1031.4,1
334.292,625,275.708,655,26641.9,1
734.291,5,655,5.7094,572.041,1
265.712,415,265,504.288,5335.58,1
515.713,645,334.287,625,5748.29,1
515.714,645,334.286,625,5748.25,1
515.715,645,334.285,625,5748.22,1
275.716,655,334.284,625,85468.3,1
765,794.283,724.283,745,1610.86,1
445,175.719,515,215.719,1350.58,1
115,864.279,215.721,855,17817.4,1
115,864.278,215.722,855,17817.4,1
115,864.277,215.723,855,17817.4,1
115,864.276,215.724,855,17817.4,1
265,504.274,265.726,415,10916.7,1
894.271,755,765,794.271,1031.47,1
515,215.73,445,175.73,1378.59,1
894.267,755,765,794.267,1031.48,1
15,754.266,115,864.266,12225.9,1
444.265,455,265.735,415,4237.49,1
515.738,645,334.262,625,5747.57,1
515.74,645,334.26,625,5747.51,1
445,175.741,515,215.741,1350.77,1
215.744,855,115,864.256,34422.3,1
265.746,415,265,504.254,5336.65,1
335,295.747,265.747,415,2517.56,1
215.749,855,115,864.251,34419.9,1
215.75,855,115,864.25,34419.4,1
215.752,855,115,864.248,34418.4,1
765,794.246,724.246,745,1610.86,1
714.244,735,724.244,745,2026.64,1
765,794.242,724.242,745,1610.86,1
15,754.24,115,864.24,12225.9,1
714.239,735,724.239,745,2026.69,1
734.236,5,655,5.76369,572.147,1
655,5.76521,734.235,5,638.661,1
734.233,5,655,5.76693,572.153,1
445,175.77,515,215.77,1351.04,1
115,864.227,215.773,855,17817.4,1
445,175.774,515,215.774,1351.07,1
445,175.776,515,215.776,1351.09,1
515,215.777,445,175.777,1379,1
444.221,455,265.779,415,4239.13,1
335,295.781,265.781,415,2518.38,1
765,794.216,724.216,745,1610.86,1
405,844.212,215.788,855,11721.1,1
714.211,735,724.211,745,2026.93,1
714.21,735,724.21,745,2026.94,1
894.209,755,765,794.209,1031.66,1
15,754.205,115,864.205,12225.9,1
515,215.796,445,175.796,1379.16,1
515,215.797,445,175.797,1379.17,1
115,864.201,215.799,855,17817.4,1
515.801,645,334.199,625,5745.76,1
215.802,855,115,864.198,34392.2,1
444.194,455,265.806,415,4240.11,1
444.193,455,265.807,415,4240.15,1
265.81,415,265,504.19,5338.7,1
265.811,415,265,504.189,5338.74,1
275.812,655,334.188,625,85512.6,1
734.185,5,655,5.81522,572.247,1
275.816,655,334.184,625,85514.4,1
734.181,5,655,5.81871,572.254,1
655,5.81983,734.18,5,638.815,1
15,754.175,115,864.175,12225.9,1
655,5.82787,734.172,5,638.838,1
515.831,645,334.169,625,5744.9,1
765,794.167,724.167,745,1610.86,1
765,794.166,724.166,745,1610.86,1
265,504.162,265.838,415,10916.7,1
894.16,755,765,794.16,1031.82,1
714.157,735,724.157,745,2027.4,1
15,754.155,115,864.155,12225.9,1
734.152,5,655,5.84806,572.311,1
335,295.85,265.85,415,2520,1
515.851,645,334.149,625,5744.32,1
515.852,645,334.148,625,5744.29,1
724.147,745,714.147,735,1938.55,1
265,504.145,265.855,415,10916.7,1
215.857,855,115,864.143,34363.4,1
515,215.859,445,175.859,1379.72,1
444.14,455,265.86,415,4242.11,1
335,295.862,265.862,415,2520.3,1
445,175.864,515,215.864,1351.9,1
335,295.865,265.865,415,2520.37,1
265,504.132,265.868,415,10916.7,1
515,215.87,445,175.87,1379.81,1
894.128,755,765,794.128,1031.92,1
894.126,755,765,794.126,1031.93,1
265.875,415,265,504.125,5340.76,1
334.122,625,275.878,655,26735,1
275.879,655,334.121,625,149.193,1
734.12,5,655,5.88028,572.374,1
734.119,5,655,5.8812,572.375,1
275.886,655,334.114,625,85546,1
275.888,655,334.112,625,85546.9,1
275.889,655,334.111,625,85547.4,1
215.89,855,115,864.11,34346.4,1
405,844.107,215.893,855,11721.1,1
405,844.106,215.894,855,11721.1,1
765,794.105,724.105,745,1610.86,1
724.101,745,714.101,735,1938.92,1
15,754.1,115,864.1,12225.9,1
215.902,855,115,864.098,34340,1
275.904,655,334.096,625,85554.5,1
115,864.093,215.907,855,17817.4,1
714.092,735,724.092,745,2027.97,1
734.089,5,655,5.91079,572.433,1
724.088,745,714.088,735,1939.02,1
115,864.087,215.913,855,17817.4,1
714.084,735,724.084,745,2028.04,1
265,504.081,265.919,415,10916.7,1
335,295.921,265.921,415,2521.7,1
894.076,755,765,794.076,1032.08,1
894.075,755,765,794.075,1032.08,1
894.074,755,765,794.074,1032.09,1
724.071,745,714.071,735,1939.16,1
765,794.07,724.07,745,1610.86,1
765,794.068,724.068,745,1610.86,1
515.934,645,334.066,625,5741.91,1
15,754.063,115,864.063,12225.9,1
115,864.06,215.94,855,17817.4,1
445,175.942,515,215.942,1352.61,1
445,175.944,515,215.944,1352.63,1
405,844.052,215.948,855,11721.1,1
405,844.051,215.949,855,11721.1,1
15,754.05,115,864.05,12225.9,1
444.045,455,265.955,415,4245.61,1
444.044,455,265.956,415,4245.65,1
265,504.039,265.961,415,10916.7,1
334.036,625,275.964,655,26782.7,1
265.966,415,265,504.034,5343.65,1
