394.886,285,375.114,215,18048.4,1
165,325.12,225.12,235,51849.7,1
974.877,445,764.877,485,746.702,1
455.129,475,485.129,455,4654.45,1
305.13,765,275,694.87,1666.37,1
904.868,845,974.868,755,529.846,1
275,694.867,305.133,765,2287.53,1
974.865,755,904.865,845,530.974,1
5,25.1375,185,185.138,5634.65,1
455.14,475,485.14,455,4654.45,1
904.859,845,974.859,755,529.865,1
375.145,215,394.855,285,25273.2,1
185,185.146,225.146,235,160720,1
485.148,455,455.148,475,4417.64,1
185,185.15,225.15,235,160723,1
5,25.1511,185,185.151,5634.63,1
585,255.152,394.848,285,3911.7,1
974.847,755,904.847,845,531.011,1
514.844,745,635.156,905,1372.96,1
635.158,905,675.158,955,732.701,1
514.838,745,635.162,905,1372.98,1
635.163,905,675.163,955,732.701,1
585,255.167,394.833,285,3912.02,1
974.83,445,764.83,485,746.887,1
585,255.172,394.828,285,3912.14,1
904.826,845,974.826,755,529.925,1
514.825,745,635.175,905,1373.05,1
5,25.1763,185,185.176,5634.59,1
485.179,455,455.179,475,4417.64,1
514.819,745,635.181,905,1373.08,1
305.185,765,275,694.815,1666.37,1
455.189,475,485.189,455,4654.45,1
455.19,475,485.19,455,4654.45,1
974.809,445,764.809,485,746.972,1
974.808,445,764.808,485,746.976,1
185,185.196,225.196,235,160760,1
275,694.803,305.197,765,2288.28,1
764.797,485,974.797,445,1332.75,1
375.204,215,394.796,285,25273.2,1
275,694.792,305.208,765,2288.41,1
5,25.2105,185,185.21,5634.55,1
635.213,905,675.213,955,732.701,1
635.214,905,675.214,955,732.701,1
635.215,905,675.215,955,732.701,1
455.216,475,485.216,455,4654.45,1
455.22,475,485.22,455,4654.45,1
974.778,755,904.778,845,531.152,1
5,25.2239,185,185.224,5634.53,1
485.225,455,455.225,475,4417.64,1
485.229,455,455.229,475,4417.64,1
305.23,765,275,694.77,1666.37,1
455.232,475,485.232,455,4654.45,1
904.765,845,974.765,755,530.039,1
904.764,845,974.764,755,530.041,1
305.239,765,275,694.761,1666.37,1
585,255.24,394.76,285,3913.64,1
275,694.757,305.243,765,2288.81,1
455.247,475,485.247,455,4654.45,1
485.25,455,455.25,475,4417.64,1
984.749,945,904.749,845,401.003,1
514.747,745,635.253,905,1373.44,1
764.744,485,974.744,445,1333.22,1
185,185.257,225.257,235,160809,1
974.741,445,764.741,485,747.244,1
974.739,445,764.739,485,747.251,1
904.735,845,974.735,755,530.094,1
904.734,845,974.734,755,530.095,1
455.269,475,485.269,455,4654.45,1
514.729,745,635.271,905,1373.53,1
5,25.2743,185,185.274,5634.46,1
394.724,285,375.276,215,18116.8,1
275,694.72,305.28,765,2289.24,1
275,694.72,305.28,765,2289.25,1
275,694.718,305.282,765,2289.27,1
375.285,215,394.715,285,25273.2,1
984.714,945,904.714,845,401.046,1
764.711,485,974.711,445,1333.51,1
764.71,485,974.71,445,1333.52,1
764.708,485,974.708,445,1333.54,1
55,934.707,305.293,765,883.177,1
375.298,215,394.702,285,25273.2,1
585,255.3,394.7,285,3914.95,1
585,255.301,394.699,285,3914.98,1
585,255.302,394.698,285,3915,1
305.307,765,275,694.693,1666.37,1
984.69,945,904.69,845,401.075,1
185,185.312,225.312,235,160853,1
485.317,455,455.317,475,4417.64,1
485.318,455,455.318,475,4417.64,1
5,25.32,185,185.32,5634.4,1
974.673,755,904.673,845,531.369,1
974.672,755,904.672,845,531.371,1
904.67,845,974.67,755,530.215,1
904.669,845,974.669,755,530.217,1
984.668,945,904.668,845,401.101,1
984.667,945,904.667,845,401.103,1
185,185.335,225.335,235,160872,1
5,25.3372,185,185.337,5634.37,1
