754.88,155,835,205.12,657.016,1
785,275.132,835,205.132,1231.88,1
814.867,675,814.867,635,139654,1
814.866,675,814.866,635,139654,1
994.864,135,835,205.136,536.789,1
335,974.861,405,844.861,431.801,1
945,525.14,844.86,585,6198.9,1
555.142,695,694.858,555,2366.12,1
945,525.143,844.857,585,6198.87,1
994.855,135,835,205.145,536.789,1
844.852,585,814.852,635,62107.4,1
595,5.14886,754.851,155,329.19,1
595,5.15443,754.846,155,329.198,1
405,844.844,335,974.844,730.562,1
945,525.157,844.843,585,6198.74,1
555.16,695,694.84,555,149.535,1
335,974.838,405,844.838,431.851,1
994.836,135,835,205.164,536.789,1
814.833,675,814.833,635,10324.7,1
844.83,585,814.83,635,62107.4,1
924.829,805,814.829,675,4273.07,1
694.828,555,814.828,635,8862.68,1
844.825,585,814.825,635,62107.4,1
924.824,805,814.824,675,4273.07,1
555.181,695,694.819,555,2367.57,1
814.812,675,814.812,635,10323.7,1
814.811,675,814.811,635,139654,1
844.81,585,814.81,635,62107.4,1
694.808,555,814.808,635,8862.68,1
335,974.807,405,844.807,431.919,1
335,974.806,405,844.806,431.921,1
844.805,585,814.805,635,62107.4,1
555.198,695,694.802,555,2368.18,1
335,974.801,405,844.801,431.934,1
814.798,675,814.798,635,139654,1
245.204,695,145.204,605,456.952,0
814.793,675,814.793,635,139654,1
835,205.209,785,275.209,845.181,1
835,205.211,785,275.211,845.189,1
785,275.212,835,205.212,1232.52,1
814.786,675,814.786,635,304.933,1
335,974.783,405,844.783,431.974,1
924.781,805,814.781,675,4273.07,1
814.775,675,814.775,635,139654,1
245.228,695,145.228,605,457.031,0
595,5.22891,754.771,155,329.298,1
595,5.23779,754.762,155,329.31,1
555.238,695,694.762,555,2369.71,1
595,5.24051,754.759,155,329.314,1
844.755,585,814.755,635,62107.4,1
844.753,585,814.753,635,62107.4,1
844.752,585,814.752,635,62107.4,1
945,525.249,844.751,585,6197.88,1
694.748,555,814.748,635,8862.68,1
994.742,135,835,205.258,536.789,1
994.741,135,835,205.259,536.789,1
814.739,675,814.739,635,9144.84,1
555.263,695,694.737,555,2370.63,1
924.734,805,814.734,675,279.801,1
555.269,695,694.731,555,2370.85,1
814.729,675,814.729,635,139654,1
335,974.728,405,844.728,432.093,1
814.725,675,814.725,635,139654,1
924.722,805,814.722,675,279.784,1
814.721,675,814.721,635,139654,1
844.719,585,814.719,635,62107.4,1
844.715,585,814.715,635,62107.4,1
924.711,805,814.711,675,4273.07,1
924.71,805,814.71,675,4273.07,1
945,525.293,844.707,585,6197.46,1
785,275.295,835,205.295,1233.18,1
785,275.296,835,205.296,1233.19,1
694.703,555,814.703,635,8862.68,1
994.7,135,835,205.3,536.789,1
835,205.301,785,275.301,845.549,1
245.302,695,145.302,605,457.284,0
945,525.303,844.697,585,6197.37,1
405,844.696,335,974.696,731.244,1
844.694,585,814.694,635,62107.4,1
335,974.692,405,844.692,432.173,1
844.69,585,814.69,635,62107.4,1
595,5.31299,754.687,155,329.412,1
835,205.315,785,275.315,845.604,1
694.683,555,814.683,635,8862.68,1
694.682,555,814.682,635,8862.68,1
924.681,805,814.681,675,4273.07,1
924.68,805,814.68,675,4273.07,1
835,205.328,785,275.328,845.659,1
335,974.671,405,844.671,432.221,1
335,974.67,405,844.67,432.223,1
785,275.333,835,205.333,1233.48,1
785,275.335,835,205.335,1233.49,1
945,525.337,844.663,585,6197.05,1
844.662,585,814.662,635,62107.4,1
994.659,135,835,205.341,536.789,1
994.658,135,835,205.342,536.789,1
694.657,555,814.657,635,8862.68,1
994.656,135,835,205.344,536.789,1
405,844.652,335,974.652,731.445,1
405,844.65,335,974.65,731.454,1
835,205.354,785,275.354,845.762,1
835,205.355,785,275.355,845.766,1
785,275.356,835,205.356,1233.66,1
945,525.357,844.643,585,6196.85,1
945,525.36,844.64,585,6196.83,1
945,525.362,844.638,585,6196.81,1
595,5.36338,754.637,155,329.48,1
835,205.365,785,275.365,845.805,1
924.634,805,814.634,675,4273.07,1
994.632,135,835,205.368,536.789,1
405,844.63,335,974.63,731.547,1
814.626,675,814.626,635,139654,1
945,525.375,844.625,585,489.53,1
844.624,585,814.624,635,62107.4,1
694.623,555,814.623,635,8862.68,1
245.378,695,145.378,605,457.544,0
405,844.621,335,974.621,731.588,1
924.614,805,814.614,675,4273.07,1
595,5.3896,754.61,155,329.516,1
835,205.394,785,275.394,845.923,1
945,525.395,844.605,585,6196.49,1
